bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,113,2.699074112,0.477518575,2.60607533,0.008954957,0.023907722,1.995996431,2.680551235,0.864024797
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,114,0.942700821,0.480541259,2.477581248,0.008641341,0.023844159,1.995996431,2.645235672,0.56773779
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,115,0.565221593,0.553977108,2.120192546,0.009126122,0.026843203,2.755929756,2.592150506,0.765165175
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,116,0.602942159,1.885032103,2.264519299,0.009496958,0.02726881,2.136948394,2.667314296,0.575312627
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,117,1.532042524,0.822078186,2.011648465,0.009212069,0.029810369,2.717338056,2.720144468,1.837712319
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,118,0.709130421,0.897096637,1.948308864,0.009408578,0.031388561,2.444041608,2.699440582,0.752603998
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,119,0.626070065,0.905708553,2.489518503,0.009017072,0.032316446,2.410226921,2.653193412,1.170471147
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,120,0.930271217,0.578998616,2.404718758,0.008625121,0.031266042,2.516063415,2.654272057,1.18563516
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,121,1.308513535,0.749748507,2.505673328,0.008585188,0.026920901,2.392802366,2.644355515,1.219880097
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,122,0.724351967,0.728225544,2.633828249,0.008042067,0.023832727,2.50829928,2.603752964,1.069932489
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,123,0.746037259,0.613595298,2.633828249,0.00786312,0.024549665,2.606902591,2.603975886,1.540493234
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,124,0.715374345,0.725745806,2.640325962,0.008025288,0.026539377,2.192100313,2.42172321,1.637652831
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,125,0.633662559,0.728332394,1.592886574,0.009059534,0.029574687,2.376874427,2.541874465,1.077429011
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,126,1.381377098,1.022824689,2.110690916,0.009105688,0.030236494,2.241787593,2.642426503,0.961206346
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,127,0.670906925,1.033388959,2.606688859,0.009148335,0.02969056,2.052343015,2.665258607,0.844407735
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,128,0.940097646,0.68747016,2.696174341,0.010141052,0.027354029,2.553498573,2.645246645,0.955582131
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,129,1.016084382,0.710915918,2.696174341,0.011874856,0.026845694,2.561985167,2.62958277,0.908425682
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,130,1.292510883,0.877248325,2.540384588,0.010532305,0.029315334,1.972912983,2.567708096,0.919747336
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,131,1.079343774,0.68798653,2.613344265,0.010014497,0.030920895,2.180557807,2.655859278,1.099319537
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,132,0.761706183,0.667872741,2.652679492,0.010217066,0.030204701,2.180557807,2.624752442,0.935222525
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,133,0.57508851,0.732834632,2.554155734,0.010635777,0.032418366,1.883055851,2.441850137,0.945538001
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,134,0.726554497,0.613404514,2.461154382,0.009169369,0.045219196,2.571257828,2.217050397,0.733832569
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,135,0.829702169,1.050453503,2.44989548,0.008576598,0.056291673,2.098293956,2.334560891,0.744673688
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,136,0.903926238,0.729513277,2.59340137,0.008573765,0.066385895,1.093115305,2.063886259,0.92120844
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,137,0.792280476,0.915951685,2.556487542,0.008439653,0.156155645,1.390044615,2.495791346,0.819486446
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,138,1.309159214,0.743251817,2.616606914,0.008439653,0.185078711,2.062221617,2.626682466,0.776690914
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,139,0.758671797,0.720816391,2.616606914,0.008813587,0.369018845,0.918352466,2.417554941,1.018501115
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,140,1.012114624,0.635502266,2.721000175,0.008813587,0.288384084,1.277572314,2.100943056,0.616179588
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,141,0.826151922,0.894296924,2.721000175,0.009006233,0.252177041,0.732509744,2.153936179,0.616179588
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,142,0.554620034,1.067794623,2.721000175,0.010280729,0.203410543,0.914582201,2.5110373,0.784170944
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,143,0.611248131,1.21010902,2.721000175,0.008603609,0.420149957,0.649349194,2.652607636,0.64736159
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,144,1.187097466,0.788117199,2.762949403,0.009791114,0.403172081,0.739133811,2.593410497,0.646627051
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,145,1.237235139,0.79199911,2.74738697,0.010704865,0.409117697,0.867757928,2.558151739,1.877711163
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,146,0.587217975,1.085534078,2.74738697,0.012213386,0.061029639,2.169837763,2.377812576,1.583987786
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,147,0.497055339,0.489712414,2.74738697,0.010055945,0.090640519,2.169837763,2.483891942,1.051329799
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,148,0.544482049,0.937080622,2.74738697,0.009747365,0.079046581,2.11411599,2.581133137,1.88757915
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,149,0.815702784,0.712994427,2.782062249,0.010130379,0.062911379,2.11411599,2.468766461,2.319638867
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,150,0.685522331,1.0101082,2.275345146,0.010064401,0.039252866,2.164419699,2.076466828,1.528436584
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,151,0.914123439,0.64143077,2.588181444,0.010222035,0.026534156,2.819179046,2.795100504,1.23177958
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,152,0.604857111,1.076753246,3.019603336,0.010628232,0.020771459,2.037131691,2.156978711,1.679525409
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,153,0.500521675,0.6586929,2.716777038,0.011012923,0.025450706,2.20148353,2.89950568,1.452422396
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,154,1.040094379,0.524083698,2.861160977,0.009871286,0.018950477,1.47552148,1.537536001,0.64673151
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,155,0.842637231,1.444162841,2.531564722,0.010328653,0.024672844,1.746501696,2.098186804,0.955426422
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,156,0.602243673,1.009174147,2.27836236,0.008910861,0.040606167,3.495554805,1.112974174,2.495491896
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,157,3.282553755,2.533223197,2.34023646,0.009220641,0.04749547,1.479529129,2.135505787,0.713434024
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,158,1.25413522,1.224700018,2.120710285,0.011209089,0.042475937,2.349889697,2.246036524,1.891834739
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,159,5.497850348,0.83860532,1.88921857,0.012162409,0.028295057,1.269788221,2.269148518,1.475371315
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,160,0.734678509,0.99187755,2.207370015,0.011864825,0.026481109,1.298475555,2.670317066,0.762561151
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,161,0.514323331,0.626414127,2.500412865,0.01170999,0.034793931,1.453303895,2.813463018,1.376361793
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,162,0.784305135,1.332893451,2.454458432,0.011664158,0.028301686,1.765443989,2.826565768,1.393144325
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,163,1.741695961,0.779841493,1.841220399,0.011814639,0.02947416,1.601141997,2.601571805,1.416413426
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,164,1.255526861,0.920504897,1.538881629,0.011227456,0.027584687,1.343581878,2.667923978,0.795322
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,165,0.875232534,2.042255709,1.286386456,0.008092669,0.022407096,1.028893158,2.642611162,0.66712248
